"species1","species2","prob.species1.wins"
"Acanthastrea_subechinata","Blastomussa_omanensis",0.4484
"Acanthastrea_subechinata","Goniastrea_edwardsi",0.7426
"Acanthastrea_subechinata","Goniopora_palmensis",0.7515
"Acanthastrea_subechinata","Heterocyathus_aequicostatus",0.6691
"Acanthastrea_subechinata","Micromussa_amakusensis",0.6545
"Acanthastrea_subechinata","Paragoniastrea_russelli",0.5861
"Acanthastrea_subechinata","Podabacia_crustacea",0.8789
"Blastomussa_omanensis","Goniastrea_edwardsi",0.5878
"Blastomussa_omanensis","Goniopora_palmensis",0.5992
"Blastomussa_omanensis","Heterocyathus_aequicostatus",0.4999
"Blastomussa_omanensis","Micromussa_amakusensis",0.4835
"Blastomussa_omanensis","Paragoniastrea_russelli",0.4117
"Blastomussa_omanensis","Podabacia_crustacea",0.7819
"Goniastrea_edwardsi","Goniopora_palmensis",0.2964
"Goniastrea_edwardsi","Heterocyathus_aequicostatus",0.2197
"Goniastrea_edwardsi","Micromussa_amakusensis",0.2088
"Goniastrea_edwardsi","Paragoniastrea_russelli",0.1647
"Goniastrea_edwardsi","Podabacia_crustacea",0.5026
"Goniopora_palmensis","Heterocyathus_aequicostatus",0.2118
"Goniopora_palmensis","Micromussa_amakusensis",0.2011
"Goniopora_palmensis","Paragoniastrea_russelli",0.1583
"Goniopora_palmensis","Podabacia_crustacea",0.4908
"Heterocyathus_aequicostatus","Micromussa_amakusensis",0.2735
"Heterocyathus_aequicostatus","Paragoniastrea_russelli",0.2196
"Heterocyathus_aequicostatus","Podabacia_crustacea",0.5905
"Micromussa_amakusensis","Paragoniastrea_russelli",0.2309
"Micromussa_amakusensis","Podabacia_crustacea",0.6061
"Paragoniastrea_russelli","Podabacia_crustacea",0.6731
